SKU,NAME,Est. Monthly,MAX,January-20,February-20,March-20,April-20,May-20,May-19,June-19,July-19,August-19,September-19,October-19,November-19,December-19,Vendor,Case Lot,Category
H00523,Uwell Valyrian Tank - Rainbow,56,153,45,0,0,0,0,95,40,14,89,28,84,153,5,Uwell,50,Tanks
H00524,Uwell Valyrian Tank - Purple,37,121,0,0,0,0,0,55,30,15,43,10,35,121,42,Uwell,50,Tanks
H00525,Uwell Valyrian Tank - Sapphire Blue,20,90,7,0,0,0,0,90,0,1,4,30,18,0,43,Uwell,50,Tanks
H00526,Uwell Valyrian Coil 0.15ohm (2 Pack),1606,4127,2045,2294,1181,61,0,4127,2044,2075,1686,1422,1693,421,1203,Uwell,400,Coils
H00531,Smok G-Priv 2 Kit - Purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,50,Kits
H00537,Smok TFV8 Baby X V8-T6 Coil (Pack of 3),114,241,64,178,117,59,241,82,141,115,171,71,62,134,0,SMOK,160,Coils
H00538,Smok TFV8 Baby X V8-X4 Coil (Pack of 3),101,184,41,104,170,101,98,54,85,179,42,86,74,184,118,SMOK,160,Coils
H00539,Smok TFV12 Tank - Stainless,7,21,0,0,0,0,0,0,4,1,21,8,1,0,0,SMOK,0,Tanks
H00550,Smok G-Priv TC 220W Mod - Purple,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,SMOK,0,Mods
H00551,Smok G-Priv TC 220W Mod - Rainbow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Mods
H00552,Smok Stick V8 Kit - Gunmetal,34,50,0,0,0,0,0,7,30,50,0,50,0,0,0,SMOK,50,Kits
H00553,Smok Spiral Replacement Glass (Pack of 3),5,12,0,0,0,0,0,2,12,2,0,0,0,0,0,SMOK,0,Replacement Glass
H00559,Smok Stick V8 Kit - Sky Blue (Royal Blue),1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,SMOK,50,Kits
H00560,Smok Stick V8 Kit - Pink,50,67,39,44,0,0,0,0,0,0,0,0,0,0,67,SMOK,50,Kits
H00561,Smok Stick V8 Kit - White,40,56,0,0,0,0,0,42,30,21,56,49,0,0,0,SMOK,50,Kits
H00562,Smok Stick V8 Kit - Green,17,37,6,0,0,0,0,21,0,0,13,37,1,16,28,SMOK,50,Kits
H00570,Smok Cobra Resin Drip Tip- Blue,15,27,0,0,0,27,3,0,0,0,0,0,0,0,0,SMOK,,Drip Tips
H00571,Smok Cobra Resin Drip Tip- Green,15,20,0,0,0,20,10,0,0,0,0,0,0,0,0,SMOK,,Drip Tips
H00572,Smok Cobra Resin Drip Tip- Purple,15,20,0,0,0,20,10,0,0,0,0,0,0,0,0,SMOK,,Drip Tips
H00573,Smok Cobra Resin Drip Tip- Rainbow,15,28,0,0,0,28,2,0,0,0,0,0,0,0,0,SMOK,0,Drip Tips
H00574,Smok Cobra Resin Drip Tip- Red,15,23,0,0,0,23,7,0,0,0,0,0,0,0,0,SMOK,,Drip Tips
H00575,Smok Cobra Resin Drip Tip- Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Drip Tips
H00576,Smok Stick X8 Kit - Black,20,35,32,20,0,0,0,0,2,23,14,27,23,35,1,SMOK,0,Kits
H00577,Smok Stick X8 Kit - Rainbow,18,33,10,10,0,0,0,0,13,33,21,19,22,23,15,SMOK,0,Kits
H00578,Smok TFV8 Big Baby LED Version - SS,68,136,0,0,0,0,0,52,36,81,56,47,136,0,0,SMOK,10,Tanks
H00579,SmokTech Majesty Kit - Black Carbon Fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Kits
H00580,SmokTech Majesty Kit - Purple Carbon Fiber,11,14,0,0,0,0,0,8,14,0,0,0,0,0,0,SMOK,0,Kits
H00581,SmokTech Majesty Kit - Blue Resin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Kits
H00582,SmokTech Majesty Kit - Purple Resin,36,56,0,0,0,0,0,15,56,0,0,0,0,0,0,SMOK,0,Kits
H00583,SmokTech Majesty Kit - Yellow Resin,44,124,0,0,0,0,0,7,124,2,0,0,0,0,0,SMOK,0,Kits
H00584,Smok TFV12 RBA Dual Post,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Coils
H00585,TFV12 Prince Bulb #2 Replacement Glass (pack of 3),9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,,,
H00586,Prince V12-M4 Coils (Pack of 3),751,1339,1135,719,226,40,0,704,802,852,963,593,632,886,1339,SMOK,160,Coils
H00587,Smok Mag Kit - Black/Prism,61,113,113,8,0,0,0,0,0,0,0,0,0,0,0,,,
H00588,TFV8 Bulb Big Baby #3 Replacement Glass (pack of 3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Replacement Glass
H00589,Smok TFV12 Prince Tank - Red,14,28,0,0,0,0,0,0,1,13,28,0,0,0,0,SMOK,50,Tanks
H00592,Smok Stick V8 Kit - Belgium Color,18,21,0,0,0,0,0,21,14,0,0,0,0,0,0,SMOK,50,Kits
H00596,SMOK Veneno 225W TC Starter Kit Red/Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Kits
H00597,SMOK Veneno 225W TC Starter Kit Purple/Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Kits
H00598,SMOK Veneno 225W TC Starter Kit Black/Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Kits
H00599,Smok Mag Kit - Silver/Black,73,121,121,25,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Kits
H00601,Smok TFV8 Big Baby LED Version - Blue,35,100,4,0,0,0,0,1,0,0,0,0,0,0,100,SMOK,25,Tanks
H00602,Smok Stick Prince Kit - Black,78,143,93,0,15,0,0,110,49,143,105,117,48,69,33,SMOK,50,Kits
H00603,Smok Stick Prince Kit - Red,19,64,10,10,0,0,0,64,10,0,10,41,10,33,17,SMOK,50,Kits
H00604,Smok Stick Prince Kit - Blue,34,77,77,4,0,0,0,10,48,7,34,60,58,34,18,SMOK,50,Kits
H00605,Smok Stick Prince Kit - Purple,17,41,0,0,0,0,0,9,0,0,10,41,9,24,6,SMOK,50,Kits
H00606,Smok Stick Prince Kit - Rainbow,56,150,37,15,3,0,0,66,56,150,88,91,36,69,47,SMOK,50,Kits
H00607,Smok Stick Prince Kit - Green,17,38,0,0,0,0,0,21,18,38,17,31,4,9,6,SMOK,50,Kits
H00608,Smok Stick Prince Kit - S.S.,34,79,21,9,12,4,1,74,43,60,46,79,22,32,51,SMOK,50,Kits
H00609,FreeMax FireLuke Kanthal DVC Coil - 0.25ohm (Pack of 3),50,50,0,0,0,0,0,50,0,0,0,0,0,0,0,FreeMax,50,Coils
H00610,FreeMax FireLuke Kanthal DVC Coil - 0.15ohm (Pack of 3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Coils
H00611,FreeMax Starre Pure Beast - SS,42,110,0,0,0,0,0,3,0,17,36,110,0,0,0,FreeMax,0,Tanks
H00612,FreeMax Starre Pure Beast - Black,31,78,0,0,0,0,0,3,1,22,78,51,0,0,0,FreeMax,0,Tanks
H00613,FreeMax Starre Pure Beast Coil .25 Ohm (Pack of 5),35,115,115,0,0,0,0,2,0,15,46,34,3,5,107,FreeMax,0,Coils
H00614,FreeMax Firelord 80W TC Kit - Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Kits
H00616,FreeMax Firelord 80W TC Kit - Yellow,2,3,0,0,0,0,0,3,1,0,1,0,0,0,0,FreeMax,50,Kits
H00617,FreeMax Firelord 80W TC Kit - Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Kits
H00619,FreeMax Firelord Tank- Metal SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Tanks
H00621,FreeMax Firelord Tank- Resin Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Tanks
H00623,FreeMax Firelord Tank- Resin Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Tanks
H00626,FreeMax Firelord Replacement Coil - Kanthal 0.25ohm (Pack of 5),21,142,135,1,2,0,1,4,23,4,3,0,10,3,142,FreeMax,50,Coils
H00627,FreeMax Firelord Replacement Coil - Kanthal 0.5ohm (Pack of 5),41,377,161,377,0,3,0,0,1,3,2,0,5,5,107,FreeMax,50,Coils
H00628,FreeMax Firelord Replacement Coil - Ceramic Cover 0.5ohm (Pack of 5),45,266,153,266,0,0,0,6,2,3,1,0,2,8,142,FreeMax,50,Coils
H00636,FreeMax NeutronStar Replacement Coil - 0.25ohm (Pack of 5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,0,Coils
H00637,FreeMax NeutronStar Replacement Coil - 0.5ohm (Pack of 5),4,4,0,0,0,0,0,3,4,0,0,0,0,0,0,FreeMax,0,Coils
H00646,FreeMax FireLuke Tank - Champagne Steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Tanks
H00649,FreeMax Fireluke Duodenary Coil - .15ohm (Pack of 3),73,73,0,0,0,0,0,73,0,0,0,0,0,0,0,FreeMax,50,Coils
H00650,FreeMax Starre Pure Beast Coil .5 Ohm (Pack of 5),27,89,87,0,0,0,1,1,2,18,16,86,1,3,89,FreeMax,0,Coils
H00652,Freemax Mesh FireLuke tank - Metal Rainbow,24,51,0,0,0,0,0,41,1,0,0,12,28,51,10,FreeMax,50,Tanks
H00653,Freemax FireLuke Mesh tank - Metal Gun Color,31,66,58,6,0,0,0,53,1,0,0,13,13,44,66,FreeMax,50,Tanks
H00654,Freemax FireLuke Mesh tank - Metal SS,20,50,11,2,0,0,0,50,0,0,0,6,28,31,22,FreeMax,50,Tanks
H00655,Freemax FireLuke Mesh tank - Metal Gold,19,64,27,9,0,0,0,64,0,0,0,4,19,26,15,FreeMax,50,Tanks
H00656,Freemax FireLuke Mesh tank - Metal Black,33,44,0,0,0,0,0,0,0,0,0,20,44,36,0,FreeMax,50,Tanks
H00657,Freemax FireLuke Mesh tank - Metal Blue,18,32,32,9,0,0,0,25,0,0,0,4,12,21,22,FreeMax,50,Tanks
H00658,Freemax X1 FireLuke Mesh Tank Coil - .15ohm (Pack of 5),758,2169,402,0,0,0,0,982,2169,10,400,498,2003,854,165,FreeMax,50,Coils
H00659,FreeMax Fireluke Mesh Tank - Blue Resin,30,65,20,65,57,0,0,49,0,0,0,2,13,17,25,FreeMax,50,Tanks
H00660,FreeMax FireLuke Mesh Tank - Silver Carbon Fiber,15,57,13,57,6,1,0,23,57,0,0,3,10,5,5,FreeMax,50,Tanks
H00661,FreeMax FireLuke Mesh Tank - Blue Carbon Fiber,14,37,4,26,7,0,0,19,37,33,0,0,5,2,6,FreeMax,50,Tanks
H00662,FreeMax FireLuke Mesh Tank - Black Resin,27,78,37,78,8,0,0,45,0,0,0,3,17,35,22,FreeMax,50,Tanks
H00663,FreeMax FireLuke Mesh Tank - Red Resin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Tanks
H00664,FreeMax FireLuke Mesh Tank - Purple Carbon Fiber,12,22,11,4,6,0,0,16,16,18,22,9,9,4,18,FreeMax,50,Tanks
H00665,FreeMax FireLuke Mesh Tank - Purple Resin,13,31,19,31,7,0,0,0,0,0,0,5,8,10,20,FreeMax,50,Tanks
H00666,FreeMax FireLuke Mesh Tank - Black Carbon Fiber,21,61,39,10,0,30,0,61,0,0,0,3,15,8,25,FreeMax,50,Tanks
H00671,FreeMax FireLuke Pro Tank Resin Green,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,FreeMax,,Tanks
H00674,FreeMax FireLuke Pro Tank Carbon Fibre Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Tanks
H00675,FreeMax FireLuke Pro Tank Carbon Fibre Silver,14,14,0,0,0,0,0,14,0,0,0,0,0,0,0,FreeMax,50,Tanks
H00676,FreeMax FireLuke Pro Tank Carbon Fibre Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Tanks
H00677,FreeMax FireLuke Pro Tank Carbon Fibre Green,26,84,0,0,0,0,0,9,7,84,3,0,0,0,0,FreeMax,50,Tanks
H00678,FreeMax FireLuke Pro Tank Carbon Fibre Purple,15,29,0,0,0,0,0,10,5,29,0,0,0,0,0,FreeMax,50,Tanks
H00679,FreeMax FireLuke Mesh Tank - Red Carbon Fiber,7,15,15,5,5,0,0,0,0,0,0,1,10,5,9,FreeMax,50,Tanks
H00680,FreeMax FireLuke Mesh Tank - Green Carbon Fiber,10,45,45,0,0,0,0,8,10,9,15,6,7,0,10,FreeMax,50,Tanks
H00690,VGOD Elite RDTA - Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGOD,0,RDTA
H00692,VGOD Elite RDA - Gold,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,VGOD,0,RDA
H00725,Blitz TFV12 Replacement Resin Kit - Light Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blitz,0,Replacement Glass
H00726,Blitz TFV12 Replacement Resin Kit - Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blitz,0,Replacement Glass
H00729,Blitz TFV12 Replacement Resin Kit - Purple,9,17,0,0,0,0,0,1,4,10,9,17,14,0,0,Blitz,0,Replacement Glass
H00749,Blitz TFV8 Replacement Resin Kit - Green,4,6,0,0,0,0,0,4,6,3,3,3,6,0,0,Blitz,0,Replacement Glass
H00750,Blitz TFV8 Replacement Resin Kit - Purple,12,57,0,0,0,0,0,2,5,2,4,4,57,0,0,Blitz,0,Replacement Glass
H00751,Blitz TFV8 Replacement Resin Kit - Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blitz,0,Replacement Glass
H00752,Blitz TFV8 Replacement Resin Kit - White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blitz,0,Replacement Glass
H00757,Demon Killer TFV8 Replacement Resin Tube,3,3,0,0,0,0,0,3,2,0,0,0,0,0,0,Demon Killer,0,Replacement Glass
H00758,Demon Killer TFV12 Replacement Resin Tube,4,5,0,0,0,0,0,5,3,3,0,0,0,0,0,Demon Killer,0,Replacement Glass
H00779,Hellvape Aluminum Dead Rabbit RDA - Crystal Blue,17,30,0,0,0,0,0,9,6,0,30,22,0,0,0,Hellvape,50,RDA
H00780,Hellvape Dead Rabbit RDA - Black (No Tip Color),24,31,0,0,0,0,0,18,31,22,0,0,0,0,0,Hellvape,50,RDA
H00781,Hellvape Dead Rabbit RDA - SS (No Tip Color),14,18,0,0,0,0,0,18,11,14,0,0,0,0,0,Hellvape,50,RDA
H00783,Hellvape Aluminium Dead Rabbit - Gun Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hellvape,50,RDA
H00785,Hellvape Dead Rabbit - Rainbow,29,66,0,0,0,0,0,0,0,0,20,23,34,66,2,Hellvape,50,RDA
H00790,DEAD RABBIT 24 CAPS-BRASS PRIEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hellvape,0,Accessories
H00791,DEAD RABBIT 24 CAPS-COPPER BUTCHER,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,Hellvape,0,Accessories
H00792,Dead Rabbit VP 24MM RDA by VaporStuff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hellvape,0,RDA
H00794,Dab Labs Dab Genie Pink Lemonade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dab Labz,0,Alternatives
H00807,iJoy RDTA 5S - Purple,4,6,0,0,0,0,0,0,4,6,2,0,0,0,0,iJoy,0,RDTA
H00808,iJoy RDTA 5S - Black,9,13,0,0,0,0,0,7,13,8,0,0,0,0,0,iJoy,0,RDTA
H00810,iJoy RDTA 5S - SS,4,8,0,0,0,0,0,4,8,1,0,0,0,0,0,iJoy,0,RDTA
H00811,iJoy RDTA 5S - Rainbow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,RDTA
H00812,iJoy RDTA 5S - Orange,2,4,0,0,0,0,0,1,4,1,0,0,0,0,0,iJoy,0,RDTA
H00828,Solo V2 Kit Green,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,iJoy,0,Kits
H00829,Solo V2 Kit - White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Kits
H00830,iJoy Captain CA3 coil - .2ohm (Pack of 3),70,384,160,139,78,384,267,5,3,1,1,6,12,29,67,iJoy,0,Coils
H00843,iJoy Combo RDTA 2 Tank - Rainbow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,RDTA
H00844,iJoy Combo RDTA 2 Tank - Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,RDTA
H00852,IJoy IMC 4 Build Deck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Coils
H00854,IJoy IMC 5 Build Deck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Coils
H00857,iJoy Captain CAM1coil - .5ohm (Pack of 3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Coils
H00858,iJoy Captain CAM2 coil - .3ohm (Pack of 3),32,74,0,0,0,0,0,74,52,41,15,7,0,0,1,iJoy,0,Coils
H00861,iJoy 21700 3750Mah Battery,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,iJoy,,Batteries
H00865,Ijoy Captain X3 - C2 coil(0.3ohm) (Pack of 3),110,252,0,0,0,0,0,83,42,43,41,25,252,249,204,iJoy,0,Coils
H00868,IJOY Diamond Kit Mirror Blue w/o battery,6,6,0,0,0,0,0,5,6,0,0,0,0,0,0,iJoy,0,Kits
H00869,Vaporesso GT8 Coil 0.15Ohm (Pack of 3),290,881,341,237,269,0,499,149,421,319,881,80,92,325,247,Vaporesso,0,Coils
H00873,Ijoy Limitless LUX 215W Box Mod Replaceable Sleeve - Leopard,5,18,18,0,0,0,0,0,0,4,1,10,2,5,2,iJoy,0,Accessories
H00876,LMC Limitless Pulse Kit - Black,6,10,0,0,0,0,0,10,2,0,0,0,0,0,0,Limitless,0,Pod Device
H00877,LMC Arms Race 200w Mod - Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Limitless,0,Mods
H00878,iJoy RDTA Box Mini Kit - Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Kits
H00881,iJoy Cigpet Eco T12 Coil (Pack of 3),34,310,310,3,24,35,0,19,25,20,15,24,53,42,86,iJoy,0,Coils
H00886,iJoy Captain PD270 TC Box Mod - Rainbow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Mods
H00888,iJoy RBM-C2 Coil .25 Ohm (3 Pack),6,24,12,0,0,0,0,14,2,5,2,4,1,1,24,iJoy,0,Coils
H00890,IJoy IMC 8 Build Deck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Coils
H00894,Limitless Sub Ohm Innovative Light Up Coil .6 Ohm (Pack of 5),10,21,0,0,0,0,0,1,21,8,0,0,0,0,0,iJoy,0,Coils
H00896,iJoy EXO-RTA T2S Deck,9,30,30,5,19,16,20,1,0,2,7,4,3,4,12,iJoy,0,Accessories
H00897,IJoy Captain SubOhm CA8 coil - .15ohm (Pack of 3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Coils
H00898,IJoy Captain SubOhm CA2 coil - .3ohm (Pack of 3),17,29,0,0,0,0,0,8,13,12,8,24,29,27,0,iJoy,0,Coils
H00899,iJoy Maxo V12 - RT6 Deck,37,136,119,22,37,80,136,5,2,7,22,9,31,35,44,iJoy,0,Accessories
H00900,iJoy Limitless RDTA Replacement Glass,17,17,0,0,0,0,0,17,0,0,0,0,0,0,0,iJoy,0,Replacement Glass
H00901,iJoy Exo-S Single Coil RTA,6,892,3,0,0,0,0,0,5,9,1,6,8,5,892,iJoy,0,Coils
H00902,iJoy Maxo V12 Replacement Glass,16,547,41,0,0,0,0,2,0,25,5,5,11,10,547,iJoy,0,Replacement Glass
H00903,iJoy Exo-RTA T1S Deck,25,90,87,35,38,16,42,2,0,3,7,6,1,9,90,iJoy,0,Accessories
H00904,iJoy Limitless XL - XL2S Coil,37,123,65,0,0,0,0,7,25,33,38,16,31,49,123,iJoy,0,Accessories
H00905,iJoy Limitless RDTA Plus Replacement Glass,46,936,242,0,0,0,0,25,1,9,2,21,3,19,936,iJoy,0,Replacement Glass
H00912,iJoy Captain PD270 Mod Skin - #11,1,2,2,0,0,0,0,0,1,1,1,0,1,0,2,iJoy,0,Accessories
H00917,iJoy Cigpet Eco T12 drip tip - RESIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Drip Tips
H00918,iJoy Tornado 150 Coil - .3 (pack of 5),2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,iJoy,,Coils
H00919,iJoy Limitless RDTA Plus Replacement Glass - Green,11,40,40,0,0,0,0,0,0,0,2,1,1,3,20,iJoy,0,Replacement Glass
H00920,iJoy Limitless RDTA Plus Replacement Glass - Blue,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,iJoy,0,Replacement Glass
H00926,Phix Mix Pods,23,58,58,33,0,0,0,12,24,40,39,10,7,16,11,,50,
H00927,Phix Cool Melon Pods,158,187,176,0,0,0,0,187,183,130,173,141,144,157,90,,50,
H00928,Eleaf iCare 2 Atomizer,7,12,0,0,0,0,0,4,9,12,1,0,0,0,0,Eleaf,0,Coils
H00938,Eleaf HW1 Head 0.2ohm (Pack of 5),13,35,11,0,0,5,5,0,21,14,10,6,15,18,35,Eleaf,0,Coils
H00939,Joyetech EX Series Coil 1.2 ohm (Pack of 5),16,31,0,0,0,0,0,31,14,2,0,0,0,0,0,Joyetech,0,Coils
H00953,iStick Trim with GSTurbo Kit - Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eleaf,0,Kits
H00955,iStick Trim with GSTurbo Kit - Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eleaf,0,Kits
H00956,iStick Trim with GSTurbo Kit - Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eleaf,0,Kits
H00957,Joyetech EX Series Coil 0.5 ohm (Pack of 5),12,22,9,0,0,0,0,22,18,19,3,0,0,2,9,Joyetech,0,Coils
H00972,Eleaf HW3 Head 0.2ohm (Pack of 5),17,23,0,0,0,0,0,23,17,11,0,0,0,0,0,Eleaf,0,Coils
H00973,Eleaf HW4 Head 0.3ohm (Pack of 5),11,49,1,0,0,0,0,5,11,28,7,7,9,8,49,Eleaf,0,Coils
H00985,Joyetech Atopack Penguin Coil - 1.2ohm (Pack of 5),28,61,61,12,3,0,2,41,30,23,53,32,7,23,59,Joyetech,0,Coils
H00987,Wismec GNOME Replacement Glass (Pack of 1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wismec,0,Replacement Glass
H00989,Wismec WS01 Triple - .2ohm (Pack of 5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wismec,0,Coils
H00990,Wismec WS02 Triple - .25ohm (Pack of 5),13,18,0,0,0,0,0,18,14,10,11,0,0,0,0,Wismec,0,Coils
H01006,Wismec Reuleaux RX2 20700 GNOME Full Kit - Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wismec,0,Kits
H01007,Wismec Reuleaux RX2 20700 GNOME Full Kit - Brown,15,27,0,0,0,0,0,27,2,0,0,0,0,0,0,Wismec,0,Kits
H01008,Wismec Reuleaux RX2 20700 GNOME Full Kit - Green,4,7,0,0,0,0,0,7,1,0,0,0,0,0,0,Wismec,0,Kits
H01024,Wismec RX GEN3 Kit - Purple/Brown,7,18,0,0,0,0,0,2,1,1,18,13,0,0,0,Wismec,0,Kits
H01025,Wismec RX GEN3 Kit - Brush Stainless,8,12,0,0,0,0,0,0,7,12,6,0,0,0,0,Wismec,0,Kits
H01029,FreeMax FireLuke Tank - S.S.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Tanks
H01030,FreeMax FireLuke Tank - Black Resin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Tanks
H01031,FreeMax FireLuke Tank - Purple Resin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Tanks
H01033,FreeMax FireLuke Tank - Red Resin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Tanks
H01034,FreeMax FireLuke Tank - Blue Resin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Tanks
H01036,FreeMax FireLuke Sextuple Coil - 0.15ohm (Pack of 3),4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,FreeMax,50,Coils
H01037,Sense Blazer Pro Tank - Rainbow,11,25,0,0,0,0,0,4,6,25,7,0,0,0,0,Sense,0,Tanks
H01038,Sense Blazer Pro Tank - Gold,5,10,0,0,0,0,0,2,2,10,6,7,2,0,0,Sense,0,Tanks
H01042,Dovpo M VV Mod - Blue Lightning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dovpo,50,Mods
H01043,Dovpo M VV Mod SE - Silver Skull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dovpo,50,Mods
H01045,Geekvape Aegis Kit - SS/Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GeekVape,40,Kits
H01047,IPV Eclipse Mod - Silver,77,120,1,0,0,0,0,111,90,87,77,42,120,56,0,IPV,50,Mods
H01048,IPV Velas Mod - Yellow,11,21,0,0,0,0,0,0,21,1,0,0,0,0,0,IPV,50,Mods
H01049,IPV Velas Mod - Red,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,IPV,50,Mods
H01050,IPV Velas Mod - Purple,5,5,0,0,0,0,0,5,5,0,0,0,0,0,0,IPV,50,Mods
H01051,IPV Velas Mod - Gunmetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IPV,50,Mods
H01052,IPV Velas Mod - SS,6,6,0,0,0,0,0,6,0,0,0,0,0,0,0,IPV,50,Mods
H01053,IPV Eclipse Mod - Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IPV,50,Mods
H01054,IPV Eclipse Mod - Purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IPV,50,Mods
H01055,IPV Eclipse Mod - Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IPV,50,Mods
H01056,IPV Eclipse Mod - Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IPV,50,Mods
H01058,IPV D4 TC Mod - Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pioneer4You,50,Mods
H01060,IPV Vesta 200W Mod - Gunmetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IPV,0,Mods
H01061,IPV Vesta 200W Mod - Red,5,5,0,0,0,0,0,5,4,0,0,0,0,0,0,IPV,0,Mods
H01062,IPV Vesta 200W Mod - Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IPV,0,Mods
H01071,Smok Vape Pen Plus - SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,50,Kits
H01079,Smok Vape Pen X4 - 0.4ohm (Pack of 5),39,82,30,16,21,5,28,82,46,47,56,55,66,29,31,SMOK,200,Coils
H01089,SXmini MX Class Mod-Black/Silver,7,25,0,0,0,0,0,0,0,0,3,3,1,2,25,Yihi,0,Mods
H01092,Efest Pro C2 Charger,29,50,0,0,0,0,0,0,5,35,50,19,49,14,0,Efest,0,Chargers
